ProductKey,OrderDateKey,DueDateKey,ShipDateKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
215,20101229,20110110,20110105,200,289,1,100,1,SO43671,11,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,DFD9-41B7-94,PO13978119376,00:00.0,00:00.0,00:00.0
218,20101229,20110110,20110105,119,288,1,19,6,SO43672,1,1,6,5.7,34.2,0,0,3.3963,20.3778,34.2,2.736,0.855,F4B5-48D0-BA,PO13862153537,00:00.0,00:00.0,00:00.0
349,20101229,20110110,20110105,119,288,1,19,6,SO43672,2,1,2,2024.994,4049.988,0,0,1898.0944,3796.1888,4049.988,323.999,101.2497,F4B5-48D0-BA,PO13862153537,00:00.0,00:00.0,00:00.0
347,20101229,20110110,20110105,119,288,1,19,6,SO43672,3,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,F4B5-48D0-BA,PO13862153537,00:00.0,00:00.0,00:00.0
315,20101229,20110110,20110105,618,281,1,100,2,SO43673,1,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,260F-4DCF-A1,PO13775141242,00:00.0,00:00.0,00:00.0
232,20101229,20110110,20110105,618,281,1,100,2,SO43673,2,1,3,28.8404,86.5212,0,0,31.7244,95.1732,86.5212,6.9217,2.163,260F-4DCF-A1,PO13775141242,00:00.0,00:00.0,00:00.0
270,20101229,20110110,20110105,618,281,1,100,2,SO43673,3,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,260F-4DCF-A1,PO13775141242,00:00.0,00:00.0,00:00.0
324,20101229,20110110,20110105,618,281,1,100,2,SO43673,4,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,260F-4DCF-A1,PO13775141242,00:00.0,00:00.0,00:00.0
326,20101229,20110110,20110105,618,281,1,100,2,SO43673,5,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,260F-4DCF-A1,PO13775141242,00:00.0,00:00.0,00:00.0
285,20101229,20110110,20110105,618,281,1,100,2,SO43673,6,1,2,178.5808,357.1616,0,0,176.1997,352.3994,357.1616,28.5729,8.929,260F-4DCF-A1,PO13775141242,00:00.0,00:00.0,00:00.0
342,20101229,20110110,20110105,618,281,1,100,2,SO43673,7,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,260F-4DCF-A1,PO13775141242,00:00.0,00:00.0,00:00.0
223,20101229,20110110,20110105,618,281,1,100,2,SO43673,8,1,1,5.1865,5.1865,0,0,5.7052,5.7052,5.1865,0.4149,0.1297,260F-4DCF-A1,PO13775141242,00:00.0,00:00.0,00:00.0
215,20101229,20110110,20110105,618,281,1,100,2,SO43673,9,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,260F-4DCF-A1,PO13775141242,00:00.0,00:00.0,00:00.0
220,20101229,20110110,20110105,618,281,1,100,2,SO43673,10,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,260F-4DCF-A1,PO13775141242,00:00.0,00:00.0,00:00.0
212,20101229,20110110,20110105,618,281,1,100,2,SO43673,11,1,4,20.1865,80.746,0,0,12.0278,48.1112,80.746,6.4597,2.0187,260F-4DCF-A1,PO13775141242,00:00.0,00:00.0,00:00.0
319,20101229,20110110,20110105,83,288,1,19,6,SO43674,1,1,3,874.794,2624.382,0,0,884.7083,2654.1249,2624.382,209.9506,65.6096,4C12-4FF9-80,PO12760141756,00:00.0,00:00.0,00:00.0
324,20101229,20110110,20110105,670,283,1,100,3,SO43675,1,1,4,419.4589,1677.8356,0,0,413.1463,1652.5852,1677.8356,134.2268,41.9459,5069-4470-BE,PO12412186464,00:00.0,00:00.0,00:00.0
220,20101229,20110110,20110105,670,283,1,100,3,SO43675,2,1,5,20.1865,100.9325,0,0,12.0278,60.139,100.9325,8.0746,2.5233,5069-4470-BE,PO12412186464,00:00.0,00:00.0,00:00.0
285,20101229,20110110,20110105,670,283,1,100,3,SO43675,3,1,2,178.5808,357.1616,0,0,176.1997,352.3994,357.1616,28.5729,8.929,5069-4470-BE,PO12412186464,00:00.0,00:00.0,00:00.0
215,20101229,20110110,20110105,670,283,1,100,3,SO43675,4,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,5069-4470-BE,PO12412186464,00:00.0,00:00.0,00:00.0
326,20101229,20110110,20110105,670,283,1,100,3,SO43675,5,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,5069-4470-BE,PO12412186464,00:00.0,00:00.0,00:00.0
319,20101229,20110110,20110105,670,283,1,100,3,SO43675,6,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,5069-4470-BE,PO12412186464,00:00.0,00:00.0,00:00.0
223,20101229,20110110,20110105,670,283,1,100,3,SO43675,7,1,2,5.1865,10.373,0,0,5.7052,11.4104,10.373,0.8298,0.2593,5069-4470-BE,PO12412186464,00:00.0,00:00.0,00:00.0
315,20101229,20110110,20110105,670,283,1,100,3,SO43675,8,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,5069-4470-BE,PO12412186464,00:00.0,00:00.0,00:00.0
232,20101229,20110110,20110105,670,283,1,100,3,SO43675,9,1,3,28.8404,86.5212,0,0,31.7244,95.1732,86.5212,6.9217,2.163,5069-4470-BE,PO12412186464,00:00.0,00:00.0,00:00.0
349,20101229,20110110,20110105,17,281,1,100,5,SO43676,1,1,2,2024.994,4049.988,0,0,1898.0944,3796.1888,4049.988,323.999,101.2497,11BA-4D19-B7,PO11861165059,00:00.0,00:00.0,00:00.0
351,20101229,20110110,20110105,17,281,1,100,5,SO43676,2,1,2,2024.994,4049.988,0,0,1898.0944,3796.1888,4049.988,323.999,101.2497,11BA-4D19-B7,PO11861165059,00:00.0,00:00.0,00:00.0
219,20101229,20110110,20110105,17,281,1,100,5,SO43676,3,1,1,5.7,5.7,0,0,3.3963,3.3963,5.7,0.456,0.1425,11BA-4D19-B7,PO11861165059,00:00.0,00:00.0,00:00.0
348,20101229,20110110,20110105,17,281,1,100,5,SO43676,4,1,3,2024.994,6074.982,0,0,1898.0944,5694.2832,6074.982,485.9986,151.8746,11BA-4D19-B7,PO11861165059,00:00.0,00:00.0,00:00.0
218,20101229,20110110,20110105,17,281,1,100,5,SO43676,5,1,4,5.7,22.8,0,0,3.3963,13.5852,22.8,1.824,0.57,11BA-4D19-B7,PO11861165059,00:00.0,00:00.0,00:00.0
232,20101229,20110110,20110105,679,284,1,19,6,SO43677,1,1,3,28.8404,86.5212,0,0,31.7244,95.1732,86.5212,6.9217,2.163,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
314,20101229,20110110,20110105,679,284,1,19,6,SO43677,2,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
319,20101229,20110110,20110105,679,284,1,19,6,SO43677,3,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
342,20101229,20110110,20110105,679,284,1,19,6,SO43677,4,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
215,20101229,20110110,20110105,679,284,1,19,6,SO43677,5,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
322,20101229,20110110,20110105,679,284,1,19,6,SO43677,6,1,4,419.4589,1677.8356,0,0,413.1463,1652.5852,1677.8356,134.2268,41.9459,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
332,20101229,20110110,20110105,679,284,1,19,6,SO43677,7,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
328,20101229,20110110,20110105,679,284,1,19,6,SO43677,8,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
223,20101229,20110110,20110105,679,284,1,19,6,SO43677,9,1,5,5.1865,25.9325,0,0,5.7052,28.526,25.9325,2.0746,0.6483,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
212,20101229,20110110,20110105,679,284,1,19,6,SO43677,10,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
315,20101229,20110110,20110105,679,284,1,19,6,SO43677,11,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
270,20101229,20110110,20110105,679,284,1,19,6,SO43677,12,1,2,183.9382,367.8764,0,0,181.4857,362.9714,367.8764,29.4301,9.1969,8E3A-4564-99,PO11049174786,00:00.0,00:00.0,00:00.0
322,20101229,20110110,20110105,203,287,1,100,4,SO43678,1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
285,20101229,20110110,20110105,203,287,1,100,4,SO43678,2,1,2,178.5808,357.1616,0,0,176.1997,352.3994,357.1616,28.5729,8.929,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
332,20101229,20110110,20110105,203,287,1,100,4,SO43678,3,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
275,20101229,20110110,20110105,203,287,1,100,4,SO43678,4,1,2,356.898,713.796,0,0,352.1394,704.2788,713.796,57.1037,17.8449,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
326,20101229,20110110,20110105,203,287,1,100,4,SO43678,5,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
324,20101229,20110110,20110105,203,287,1,100,4,SO43678,6,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
223,20101229,20110110,20110105,203,287,1,100,4,SO43678,7,1,3,5.1865,15.5595,0,0,5.7052,17.1156,15.5595,1.2448,0.389,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
215,20101229,20110110,20110105,203,287,1,100,4,SO43678,8,1,4,20.1865,80.746,0,0,12.0278,48.1112,80.746,6.4597,2.0187,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
270,20101229,20110110,20110105,203,287,1,100,4,SO43678,9,1,2,183.9382,367.8764,0,0,181.4857,362.9714,367.8764,29.4301,9.1969,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
317,20101229,20110110,20110105,203,287,1,100,4,SO43678,10,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
262,20101229,20110110,20110105,203,287,1,100,4,SO43678,11,1,2,183.9382,367.8764,0,0,181.4857,362.9714,367.8764,29.4301,9.1969,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
235,20101229,20110110,20110105,203,287,1,100,4,SO43678,12,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
342,20101229,20110110,20110105,203,287,1,100,4,SO43678,13,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
319,20101229,20110110,20110105,203,287,1,100,4,SO43678,14,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
232,20101229,20110110,20110105,203,287,1,100,4,SO43678,15,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
315,20101229,20110110,20110105,203,287,1,100,4,SO43678,16,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
316,20101229,20110110,20110105,203,287,1,100,4,SO43678,17,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
220,20101229,20110110,20110105,203,287,1,100,4,SO43678,18,1,3,20.1865,60.5595,0,0,12.0278,36.0834,60.5595,4.8448,1.514,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
212,20101229,20110110,20110105,203,287,1,100,4,SO43678,19,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,FBD8-4CE4-8B,PO10817150168,00:00.0,00:00.0,00:00.0
322,20101229,20110110,20110105,480,284,1,19,6,SO43679,1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,918F-49F3-AD,PO10527142759,00:00.0,00:00.0,00:00.0
342,20101229,20110110,20110105,480,284,1,19,6,SO43679,2,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,918F-49F3-AD,PO10527142759,00:00.0,00:00.0,00:00.0
232,20101229,20110110,20110105,480,284,1,19,6,SO43679,3,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,918F-49F3-AD,PO10527142759,00:00.0,00:00.0,00:00.0
322,20101229,20110110,20110105,491,287,1,100,4,SO43680,1,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
317,20101229,20110110,20110105,491,287,1,100,4,SO43680,2,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
285,20101229,20110110,20110105,491,287,1,100,4,SO43680,3,1,2,178.5808,357.1616,0,0,176.1997,352.3994,357.1616,28.5729,8.929,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
212,20101229,20110110,20110105,491,287,1,100,4,SO43680,4,1,4,20.1865,80.746,0,0,12.0278,48.1112,80.746,6.4597,2.0187,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
270,20101229,20110110,20110105,491,287,1,100,4,SO43680,5,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
220,20101229,20110110,20110105,491,287,1,100,4,SO43680,6,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
232,20101229,20110110,20110105,491,287,1,100,4,SO43680,7,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
262,20101229,20110110,20110105,491,287,1,100,4,SO43680,8,1,2,183.9382,367.8764,0,0,181.4857,362.9714,367.8764,29.4301,9.1969,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
319,20101229,20110110,20110105,491,287,1,100,4,SO43680,9,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
324,20101229,20110110,20110105,491,287,1,100,4,SO43680,10,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
314,20101229,20110110,20110105,491,287,1,100,4,SO43680,11,1,2,2146.962,4293.924,0,0,2171.2942,4342.5884,4293.924,343.5139,107.3481,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
215,20101229,20110110,20110105,491,287,1,100,4,SO43680,12,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
332,20101229,20110110,20110105,491,287,1,100,4,SO43680,13,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
223,20101229,20110110,20110105,491,287,1,100,4,SO43680,14,1,3,5.1865,15.5595,0,0,5.7052,17.1156,15.5595,1.2448,0.389,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
328,20101229,20110110,20110105,491,287,1,100,4,SO43680,15,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,FF1F-4DD0-98,PO10730130087,00:00.0,00:00.0,00:00.0
232,20101229,20110110,20110105,423,285,1,100,5,SO43681,1,1,6,28.8404,173.0424,0,0,31.7244,190.3464,173.0424,13.8434,4.3261,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
326,20101229,20110110,20110105,423,285,1,100,5,SO43681,2,1,5,419.4589,2097.2945,0,0,413.1463,2065.7315,2097.2945,167.7836,52.4324,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
275,20101229,20110110,20110105,423,285,1,100,5,SO43681,3,1,1,356.898,356.898,0,0,352.1394,352.1394,356.898,28.5518,8.9225,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
212,20101229,20110110,20110105,423,285,1,100,5,SO43681,4,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
270,20101229,20110110,20110105,423,285,1,100,5,SO43681,5,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
215,20101229,20110110,20110105,423,285,1,100,5,SO43681,6,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
342,20101229,20110110,20110105,423,285,1,100,5,SO43681,7,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
272,20101229,20110110,20110105,423,285,1,100,5,SO43681,8,1,2,183.9382,367.8764,0,0,181.4857,362.9714,367.8764,29.4301,9.1969,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
319,20101229,20110110,20110105,423,285,1,100,5,SO43681,9,1,3,874.794,2624.382,0,0,884.7083,2654.1249,2624.382,209.9506,65.6096,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
338,20101229,20110110,20110105,423,285,1,100,5,SO43681,10,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
324,20101229,20110110,20110105,423,285,1,100,5,SO43681,11,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
285,20101229,20110110,20110105,423,285,1,100,5,SO43681,12,1,2,178.5808,357.1616,0,0,176.1997,352.3994,357.1616,28.5729,8.929,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
314,20101229,20110110,20110105,423,285,1,100,5,SO43681,13,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
229,20101229,20110110,20110105,423,285,1,100,5,SO43681,14,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
330,20101229,20110110,20110105,423,285,1,100,5,SO43681,15,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
322,20101229,20110110,20110105,423,285,1,100,5,SO43681,16,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
317,20101229,20110110,20110105,423,285,1,100,5,SO43681,17,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
235,20101229,20110110,20110105,423,285,1,100,5,SO43681,18,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
220,20101229,20110110,20110105,423,285,1,100,5,SO43681,19,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
262,20101229,20110110,20110105,423,285,1,100,5,SO43681,20,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
223,20101229,20110110,20110105,423,285,1,100,5,SO43681,21,1,2,5.1865,10.373,0,0,5.7052,11.4104,10.373,0.8298,0.2593,6D51-449D-B3,PO1189177803,00:00.0,00:00.0,00:00.0
319,20101229,20110110,20110105,486,281,1,100,2,SO43682,1,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,ECD4-43A8-A8,PO1566124200,00:00.0,00:00.0,00:00.0
326,20101229,20110110,20110105,486,281,1,100,2,SO43682,2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,ECD4-43A8-A8,PO1566124200,00:00.0,00:00.0,00:00.0
322,20101229,20110110,20110105,486,281,1,100,2,SO43682,3,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,ECD4-43A8-A8,PO1566124200,00:00.0,00:00.0,00:00.0
342,20101229,20110110,20110105,486,281,1,100,2,SO43682,4,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,ECD4-43A8-A8,PO1566124200,00:00.0,00:00.0,00:00.0
232,20101229,20110110,20110105,486,281,1,100,2,SO43682,5,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,ECD4-43A8-A8,PO1566124200,00:00.0,00:00.0,00:00.0
349,20101229,20110110,20110105,506,289,1,100,1,SO43683,1,1,2,2024.994,4049.988,0,0,1898.0944,3796.1888,4049.988,323.999,101.2497,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
232,20101229,20110110,20110105,506,289,1,100,1,SO43683,2,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
346,20101229,20110110,20110105,506,289,1,100,1,SO43683,3,1,2,2039.994,4079.988,0,0,1912.1544,3824.3088,4079.988,326.399,101.9997,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
347,20101229,20110110,20110105,506,289,1,100,1,SO43683,4,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
215,20101229,20110110,20110105,506,289,1,100,1,SO43683,5,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
220,20101229,20110110,20110105,506,289,1,100,1,SO43683,6,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
223,20101229,20110110,20110105,506,289,1,100,1,SO43683,7,1,3,5.1865,15.5595,0,0,5.7052,17.1156,15.5595,1.2448,0.389,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
348,20101229,20110110,20110105,506,289,1,100,1,SO43683,8,1,4,2024.994,8099.976,0,0,1898.0944,7592.3776,8099.976,647.9981,202.4994,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
350,20101229,20110110,20110105,506,289,1,100,1,SO43683,9,1,6,2024.994,12149.964,0,0,1898.0944,11388.5664,12149.964,971.9971,303.7491,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
345,20101229,20110110,20110105,506,289,1,100,1,SO43683,10,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
212,20101229,20110110,20110105,506,289,1,100,1,SO43683,11,1,3,20.1865,60.5595,0,0,12.0278,36.0834,60.5595,4.8448,1.514,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
351,20101229,20110110,20110105,506,289,1,100,1,SO43683,12,1,5,2024.994,10124.97,0,0,1898.0944,9490.472,10124.97,809.9976,253.1243,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
218,20101229,20110110,20110105,506,289,1,100,1,SO43683,13,1,6,5.7,34.2,0,0,3.3963,20.3778,34.2,2.736,0.855,2299-44F7-95,PO2552113807,00:00.0,00:00.0,00:00.0
315,20101229,20110110,20110105,549,285,1,100,5,SO43684,1,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,8C01-4CC0-A9,PO3393188842,00:00.0,00:00.0,00:00.0
326,20101229,20110110,20110105,549,285,1,100,5,SO43684,2,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,8C01-4CC0-A9,PO3393188842,00:00.0,00:00.0,00:00.0
322,20101229,20110110,20110105,549,285,1,100,5,SO43684,3,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,8C01-4CC0-A9,PO3393188842,00:00.0,00:00.0,00:00.0
319,20101229,20110110,20110105,549,285,1,100,5,SO43684,4,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,8C01-4CC0-A9,PO3393188842,00:00.0,00:00.0,00:00.0
342,20101229,20110110,20110105,549,285,1,100,5,SO43684,5,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,8C01-4CC0-A9,PO3393188842,00:00.0,00:00.0,00:00.0
328,20101229,20110110,20110105,549,285,1,100,5,SO43684,6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,8C01-4CC0-A9,PO3393188842,00:00.0,00:00.0,00:00.0
332,20101229,20110110,20110105,458,285,1,100,5,SO43685,1,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,C519-4AB3-88,PO4176124783,00:00.0,00:00.0,00:00.0
